"s","a","r","sp"
25177,3,-25,25177
25177,3,-25,25177
25177,6,-100,26178
26178,4,0,26179
26179,3,-25,26180
26180,3,-25,26681
26681,5,-25,26683
26683,6,-100,27684
27684,6,-100,28187
28187,4,0,28189
28189,3,-25,28191
28191,5,-25,28694
28694,4,0,28696
28696,4,0,28699
28699,6,-100,29202
29202,5,-25,29205
29205,4,0,29208
29208,3,-25,29211
29211,5,-25,29214
29214,3,-25,28717
28717,6,-100,29220
29220,3,-25,28722
28722,6,-100,28725
28725,3,-25,28728
28728,6,-100,28730
28730,3,-25,28233
28233,6,-100,28235
28235,4,0,27737
27737,3,-25,27239
27239,6,-100,27240
27240,6,-100,27242
27242,5,-25,27244
27244,5,-25,26745
26745,3,-25,26246
26246,5,-25,26247
26247,6,-100,25747
25747,4,0,25748
25748,3,-25,24748
24748,5,-25,24747
24747,3,-25,24247
24247,4,0,23746
23746,2,-100,22744
22744,4,0,22242
22242,2,-100,21740
21740,3,-25,21238
21238,5,-25,21235
21235,5,-25,20732
20732,3,-25,20229
20229,4,0,20225
20225,3,-25,19722
19722,2,-100,19218
19218,5,-25,19214
19214,5,-25,19210
19210,4,0,19206
19206,2,-100,19202
19202,4,0,19198
19198,2,-100,18693
18693,5,-25,19189
19189,4,0,19185
19185,5,-25,19681
19681,5,-25,20178
20178,5,-25,20675
20675,3,-25,20672
20672,2,-100,20669
20669,3,-25,20666
20666,2,-100,21163
21163,3,-25,21160
21160,3,-25,21658
21658,4,0,22156
22156,3,-25,22154
22154,5,-25,23153
23153,5,-25,23652
23652,5,-25,24151
24151,3,-25,24651
24651,3,-25,25151
25151,5,-25,25652
25652,5,-25,26653
26653,4,0,27155
27155,6,-100,27657
27657,5,-25,28659
28659,3,-25,28662
28662,6,-100,29665
29665,6,-100,30169
30169,3,-25,30673
30673,5,-25,31177
31177,6,-100,31682
31682,6,-100,32187
32187,4,0,32192
32192,4,0,32697
32697,3,-25,32202
32202,6,-100,32708
32708,5,-25,32713
32713,4,0,32719
32719,6,-100,32725
32725,3,-25,32730
32730,5,-25,32235
32235,5,-25,32240
32240,4,0,31745
31745,6,-100,31750
31750,4,0,31255
31255,6,-100,31259
31259,5,-25,30763
30763,5,-25,30267
30267,4,0,29770
29770,6,-100,29273
29273,3,-25,28776
28776,5,-25,28278
28278,6,-100,27780
27780,5,-25,27282
27282,5,-25,26783
26783,4,0,25783
25783,3,-25,25283
25283,3,-25,24283
24283,4,0,23282
23282,4,0,22780
22780,2,-100,21778
21778,2,-100,20775
20775,2,-100,19771
19771,3,-25,18767
18767,4,0,18262
18262,4,0,17757
17757,4,0,17251
17251,4,0,16746
16746,5,-25,16240
16240,4,0,16233
16233,4,0,15727
15727,5,-25,15720
15720,5,-25,15714
15714,5,-25,15707
15707,3,-25,15701
15701,3,-25,15694
15694,3,-25,15187
15187,4,0,15681
15681,2,-100,15674
15674,5,-25,16168
16168,2,-100,16161
16161,2,-100,16155
16155,5,-25,16650
16650,4,0,17144
17144,4,0,18139
18139,2,-100,18135
18135,3,-25,18631
18631,3,-25,19127
19127,3,-25,20123
20123,5,-25,20620
20620,3,-25,21618
21618,5,-25,22116
22116,5,-25,23115
23115,5,-25,24114
24114,4,0,25115
25115,5,-25,26115
26115,4,0,26617
26617,3,-25,27619
27619,4,0,28121
28121,4,0,29124
29124,4,0,29627
29627,4,0,30631
30631,5,-25,31136
31136,6,-100,32141
32141,6,-100,33147
33147,4,0,33653
33653,6,-100,34660
34660,4,0,35167
35167,6,-100,35675
35675,4,0,36183
36183,6,-100,36691
36691,5,-25,37199
37199,6,-100,37208
37208,4,0,37217
37217,4,0,37225
37225,4,0,37234
37234,6,-100,37242
37242,6,-100,36751
36751,5,-25,36759
36759,4,0,36267
36267,6,-100,35774
35774,5,-25,35282
35282,6,-100,34789
34789,6,-100,34295
34295,6,-100,33802
33802,5,-25,33307
33307,3,-25,32313
32313,5,-25,31817
31817,3,-25,30321
30321,4,0,29824
29824,3,-25,28827
28827,5,-25,27829
27829,6,-100,27330
27330,6,-100,26831
26831,5,-25,25832
25832,5,-25,24832
24832,2,-100,23831
23831,2,-100,22829
22829,3,-25,21327
21327,4,0,20823
20823,2,-100,19319
19319,2,-100,18315
18315,5,-25,17309
17309,3,-25,16303
16303,4,0,15296
15296,5,-25,14789
14789,4,0,14281
14281,3,-25,13273
13273,4,0,12764
12764,3,-25,11755
11755,5,-25,11245
11245,5,-25,11236
11236,2,-100,10726
10726,4,0,10215
10215,2,-100,9705
9705,2,-100,9694
9694,5,-25,9683
9683,3,-25,9672
9672,2,-100,9662
9662,5,-25,10652
10652,4,0,11142
11142,5,-25,11633
11633,2,-100,12124
12124,3,-25,12615
12615,5,-25,13607
13607,3,-25,14100
14100,5,-25,15593
15593,2,-100,16087
16087,3,-25,16581
16581,2,-100,17076
17076,3,-25,18071
18071,4,0,19067
19067,2,-100,19563
19563,3,-25,20560
20560,4,0,21058
21058,2,-100,22055
22055,2,-100,22554
22554,2,-100,23053
23053,5,-25,24052
24052,5,-25,25053
25053,4,0,26054
26054,4,0,27055
27055,6,-100,28558
28558,4,0,29061
29061,6,-100,30565
30565,5,-25,31570
31570,6,-100,33075
33075,6,-100,34082
34082,3,-25,35089
35089,4,0,35597
35597,4,0,36605
36605,4,0,37614
37614,5,-25,38624
38624,3,-25,39134
39134,3,-25,39644
39644,6,-100,40655
40655,6,-100,41167
41167,3,-25,41679
41679,5,-25,42191
42191,4,0,42203
42203,3,-25,42215
42215,3,-25,41727
41727,3,-25,41239
41239,5,-25,41250
41250,5,-25,40761
40761,6,-100,40772
40772,5,-25,40283
40283,5,-25,39794
39794,4,0,38803
38803,5,-25,38313
38313,5,-25,37321
37321,3,-25,36329
36329,3,-25,35337
35337,5,-25,34844
34844,3,-25,33350
33350,5,-25,32855
32855,4,0,31860
31860,4,0,30864
30864,3,-25,29867
29867,3,-25,28870
28870,4,0,27872
27872,3,-25,26873
26873,5,-25,26374
26374,3,-25,25374
25374,6,-100,24874
24874,5,-25,23873
23873,2,-100,22871
22871,2,-100,21369
21369,2,-100,20365
20365,4,0,19361
19361,3,-25,18357
18357,5,-25,17351
17351,2,-100,16345
16345,3,-25,15338
15338,5,-25,14331
14331,2,-100,13322
13322,5,-25,12313
12313,5,-25,11804
11804,4,0,10794
10794,2,-100,9783
9783,2,-100,8772
8772,3,-25,7760
7760,4,0,7247
7247,2,-100,6734
6734,3,-25,6221
6221,3,-25,5707
5707,3,-25,5694
5694,2,-100,5180
5180,5,-25,5666
5666,3,-25,6153
6153,4,0,6640
6640,5,-25,7128
7128,3,-25,7616
7616,4,0,8604
8604,2,-100,9093
9093,3,-25,10083
10083,5,-25,11073
11073,2,-100,11563
11563,3,-25,12555
12555,2,-100,13046
13046,5,-25,14039
14039,2,-100,14531
14531,4,0,15525
15525,5,-25,16519
16519,5,-25,17514
17514,3,-25,18009
18009,3,-25,18504
18504,3,-25,25001
25001,3,-25,25501
25501,6,-100,26502
26502,5,-25,27004
27004,4,0,28006
28006,3,-25,28508
28508,4,0,29011
29011,6,-100,30015
30015,6,-100,31020
31020,5,-25,32025
32025,5,-25,33031
33031,6,-100,34538
34538,4,0,35045
35045,5,-25,36553
36553,3,-25,37062
37062,5,-25,38071
38071,6,-100,39582
39582,4,0,40593
40593,4,0,41104
41104,5,-25,42117
42117,4,0,43129
43129,3,-25,43643
43643,6,-100,44657
44657,6,-100,45171
45171,4,0,45686
45686,5,-25,46201
46201,3,-25,46216
46216,6,-100,46231
46231,4,0,46245
46245,4,0,45760
45760,5,-25,45274
45274,6,-100,44788
44788,3,-25,43802
43802,3,-25,42814
42814,4,0,42326
42326,3,-25,41338
41338,5,-25,40348
40348,4,0,39358
39358,4,0,38368
38368,3,-25,37376
37376,6,-100,36885
36885,3,-25,35892
35892,5,-25,35400
35400,4,0,34406
34406,5,-25,33912
33912,3,-25,33418
33418,4,0,32423
32423,6,-100,32428
32428,5,-25,31933
31933,5,-25,31938
31938,5,-25,31442
31442,5,-25,31447
31447,3,-25,30450
30450,6,-100,30454
30454,5,-25,30458
30458,6,99900,30462
25343,1,-225,24700
24700,1,-225,24200
24200,1,-225,24199
24199,1,-225,23699
23699,1,-225,23698
23698,1,-225,23197
23197,1,-225,23195
23195,1,-225,23194
23194,1,-225,22692
22692,1,-225,22691
22691,1,-225,22689
22689,1,-225,22187
22187,1,-225,22185
22185,1,-225,22183
22183,1,-225,22181
22181,1,-225,22179
22179,1,-225,21677
21677,1,-225,21675
21675,1,-225,21673
21673,1,-225,21671
21671,1,-225,22168
22168,1,-225,22166
22166,1,-225,22164
22164,1,-225,22163
22163,1,-225,22161
22161,1,-225,22659
22659,1,-225,22657
22657,1,-225,22656
22656,1,-225,23154
23154,1,-225,23153
23153,1,-225,23152
23152,1,-225,23651
23651,1,-225,23650
23650,1,-225,24150
24150,1,-225,24149
24149,1,-225,24649
24649,1,-225,24649
24649,1,-225,25149
25149,7,-225,25650
25650,7,-225,26651
26651,7,-225,27653
27653,7,-225,28155
28155,7,-225,29158
29158,7,-225,30162
30162,7,-225,30666
30666,7,-225,31671
31671,7,-225,32176
32176,7,-225,32681
32681,7,-225,33187
33187,7,-225,33694
33694,7,-225,34200
34200,7,-225,34707
34707,7,-225,34714
34714,7,-225,35221
35221,7,-225,35228
35228,7,-225,35236
35236,7,-225,35243
35243,7,-225,35250
35250,7,-225,35257
35257,7,-225,34764
34764,7,-225,34771
34771,7,-225,34278
34278,7,-225,33784
33784,7,-225,33290
33290,7,-225,33296
33296,7,-225,32801
32801,7,-225,32306
32306,7,-225,31310
31310,7,-225,30815
30815,7,-225,30318
30318,7,-225,29822
29822,7,-225,29325
29325,7,-225,28827
28827,7,-225,27829
27829,7,-225,27331
27331,7,-225,26832
26832,7,-225,26333
26333,7,-225,25333
25333,7,-225,24833
24833,1,-225,23832
23832,1,-225,22330
22330,1,-225,21328
21328,1,-225,19824
19824,1,-225,18820
18820,1,-225,17314
17314,1,-225,16308
16308,1,-225,15301
15301,1,-225,13793
13793,1,-225,12785
12785,1,-225,11776
11776,1,-225,10766
10766,1,-225,9755
9755,1,-225,9244
9244,1,-225,8232
8232,1,-225,7720
7720,1,-225,7208
7208,1,-225,7195
7195,1,-225,6682
6682,1,-225,6669
6669,1,-225,6656
6656,1,-225,6644
6644,1,-225,7131
7131,1,-225,7619
7619,1,-225,8107
8107,1,-225,8596
8596,1,-225,9084
9084,1,-225,9574
9574,1,-225,10063
10063,1,-225,11054
11054,1,-225,11544
11544,1,-225,12035
12035,1,-225,12527
12527,1,-225,13018
13018,1,-225,13511
13511,1,-225,14003
14003,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29009
29009,7,-225,30013
30013,7,-225,31017
31017,7,-225,32523
32523,7,-225,33529
33529,7,-225,34536
34536,7,-225,36044
36044,7,-225,37052
37052,7,-225,38062
38062,7,-225,39572
39572,7,-225,40583
40583,7,-225,42095
42095,7,-225,43108
43108,7,-225,44622
44622,7,-225,45637
45637,7,-225,46652
46652,7,-225,47168
47168,7,-225,48184
48184,7,-225,48701
48701,7,-225,48718
48718,7,-225,49235
49235,7,-225,49252
49252,7,-225,48769
48769,7,-225,48785
48785,7,-225,48302
48302,7,-225,47818
47818,7,-225,47333
47333,7,-225,46849
46849,7,-225,45863
45863,7,-225,45378
45378,7,-225,44891
44891,7,-225,44405
44405,7,-225,43918
43918,7,-225,43931
43931,7,-225,43444
43444,7,-225,43457
43457,7,99775,43470
25343,2,-100,24715
24715,5,-25,24715
24715,2,-100,24214
24214,3,-25,23713
23713,3,-25,23712
23712,3,-25,23211
23211,4,0,23210
23210,2,-100,23209
23209,5,-25,23207
23207,5,-25,23206
23206,5,-25,23205
23205,2,-100,23204
23204,5,-25,23203
23203,5,-25,23202
23202,2,-100,23200
23200,4,0,23199
23199,5,-25,23198
23198,5,-25,23697
23697,5,-25,23696
23696,5,-25,24196
24196,4,0,24195
24195,5,-25,24695
24695,3,-25,24194
24194,4,0,24694
24694,5,-25,24694
24694,2,-100,24694
24694,5,-25,24694
24694,3,-25,24694
24694,3,-25,24694
24694,4,0,24694
24694,5,-25,25194
25194,4,0,25194
25194,5,-25,25694
25694,5,-25,25695
25695,6,-100,26196
26196,6,-100,26697
26697,6,-100,27199
27199,4,0,27200
27200,6,-100,27702
27702,4,0,27704
27704,3,-25,27205
27205,6,-100,27707
27707,4,0,27709
27709,5,-25,27711
27711,6,-100,28213
28213,4,0,27716
27716,4,0,27718
27718,5,-25,27720
27720,5,-25,27722
27722,3,-25,27723
27723,4,0,27225
27225,3,-25,26726
26726,6,-100,27228
27228,3,-25,26729
26729,4,0,26230
26230,3,-25,25731
25731,5,-25,25731
25731,5,-25,25732
25732,5,-25,25732
25732,4,0,25232
25232,6,-100,25233
25233,4,0,25233
25233,3,-25,24732
24732,2,-100,24232
24232,5,-25,23731
23731,3,-25,23230
23230,4,0,23229
23229,5,-25,23227
23227,2,-100,22726
22726,3,-25,22224
22224,3,-25,21721
21721,3,-25,21219
21219,4,0,21216
21216,3,-25,21213
21213,4,0,20711
20711,4,0,20708
20708,5,-25,21205
21205,3,-25,20702
20702,5,-25,21199
21199,2,-100,20696
20696,5,-25,21194
21194,5,-25,21191
21191,3,-25,21188
21188,2,-100,21186
21186,5,-25,21683
21683,3,-25,21681
21681,3,-25,21679
21679,4,0,21676
21676,2,-100,21674
21674,3,-25,22172
22172,3,-25,22170
22170,5,-25,22669
22669,5,-25,23168
23168,4,0,23667
23667,2,-100,23666
23666,4,0,24165
24165,5,-25,24665
24665,5,-25,25166
25166,5,-25,25666
25666,6,-100,26667
26667,6,-100,27169
27169,5,-25,27671
27671,6,-100,28173
28173,4,0,28676
28676,5,-25,29179
29179,3,-25,29182
29182,3,-25,29185
29185,3,-25,29689
29689,4,0,29692
29692,3,-25,29695
29695,5,-25,29699
29699,6,-100,30202
30202,4,0,30206
30206,3,-25,30210
30210,5,-25,30214
30214,6,-100,30217
30217,6,-100,30721
30721,6,-100,30725
30725,4,0,30729
30729,5,-25,30233
30233,5,-25,30237
30237,4,0,29741
29741,4,0,29744
29744,3,-25,29247
29247,5,-25,28749
28749,3,-25,28252
28252,3,-25,27753
27753,4,0,27255
27255,6,-100,26756
26756,6,-100,26757
26757,6,-100,26258
26258,4,0,25759
25759,5,-25,25759
25759,4,0,24759
24759,4,0,24259
24259,3,-25,23758
23758,5,-25,23257
23257,4,0,22755
22755,4,0,22254
22254,4,0,21751
21751,5,-25,21749
21749,5,-25,21246
21246,4,0,20743
20743,3,-25,20240
20240,5,-25,20236
20236,4,0,19733
19733,5,-25,19729
19729,2,-100,19225
19225,3,-25,18720
18720,4,0,18216
18216,3,-25,18211
18211,5,-25,18206
18206,3,-25,18201
18201,2,-100,17696
17696,3,-25,17691
17691,3,-25,17686
17686,4,0,17681
17681,4,0,18176
18176,2,-100,18172
18172,5,-25,18667
18667,4,0,19163
19163,3,-25,19159
19159,5,-25,20156
20156,2,-100,20152
20152,2,-100,20149
20149,5,-25,21146
21146,3,-25,21644
21644,5,-25,22142
22142,5,-25,23141
23141,3,-25,23640
23640,3,-25,24139
24139,5,-25,24639
24639,5,-25,25639
25639,4,0,26140
26140,4,0,26641
26641,6,-100,27643
27643,5,-25,28646
28646,5,-25,29149
29149,6,-100,30152
30152,3,-25,30656
30656,3,-25,30660
30660,6,-100,31665
31665,3,-25,31670
31670,5,-25,32175
32175,3,-25,32680
32680,5,-25,32686
32686,5,-25,33192
33192,6,-100,33698
33698,3,-25,33704
33704,4,0,33710
33710,4,0,33716
33716,6,-100,33723
33723,5,-25,33729
33729,4,0,33735
33735,3,-25,33240
33240,6,-100,32746
32746,4,0,32751
32751,3,-25,31756
31756,4,0,31261
31261,4,0,30765
30765,5,-25,30269
30269,4,0,29772
29772,4,0,29275
29275,3,-25,28278
28278,3,-25,27279
27279,4,0,26781
26781,6,-100,26282
26282,4,0,25782
25782,5,-25,25282
25282,5,-25,24782
24782,4,0,23781
23781,4,0,23280
23280,5,-25,22778
22778,2,-100,21775
21775,2,-100,20772
20772,3,-25,19769
19769,2,-100,18764
18764,5,-25,18260
18260,3,-25,17755
17755,3,-25,17249
17249,5,-25,16743
16743,2,-100,16237
16237,2,-100,15230
15230,5,-25,15223
15223,4,0,15216
15216,4,0,14709
14709,5,-25,15202
15202,2,-100,14695
14695,3,-25,14688
14688,5,-25,15181
15181,5,-25,15674
15674,4,0,15668
15668,5,-25,16162
16162,2,-100,16156
16156,5,-25,17150
17150,2,-100,17145
17145,2,-100,17640
17640,2,-100,17635
17635,3,-25,18130
18130,4,0,19126
19126,2,-100,19622
19622,5,-25,20619
20619,4,0,21116
21116,3,-25,21614
21614,5,-25,22613
22613,4,0,23612
23612,3,-25,24111
24111,5,-25,25112
25112,4,0,26112
26112,6,-100,27114
27114,3,-25,27616
27616,6,-100,29119
29119,3,-25,29622
29622,5,-25,30626
30626,5,-25,31131
31131,5,-25,32136
32136,5,-25,33141
33141,4,0,33648
33648,3,-25,34154
34154,4,0,34661
34661,4,0,35168
35168,5,-25,35675
35675,4,0,35683
35683,3,-25,35691
35691,3,-25,35699
35699,4,0,36206
36206,5,-25,36214
36214,3,-25,35722
35722,6,-100,36230
36230,3,-25,35737
35737,6,-100,35745
35745,5,-25,35252
35252,5,-25,35259
35259,4,0,34266
34266,5,-25,34272
34272,3,-25,33278
33278,5,-25,32784
32784,5,-25,32289
32289,5,-25,31793
31793,6,-100,31297
31297,6,-100,30801
30801,5,-25,29805
29805,6,-100,29308
29308,4,0,28310
28310,5,-25,27812
27812,4,0,26814
26814,3,-25,25814
25814,6,-100,25314
25314,5,-25,24814
24814,2,-100,23313
23313,4,0,22311
22311,4,0,21809
21809,3,-25,20806
20806,5,-25,19802
19802,5,-25,19298
19298,3,-25,18293
18293,2,-100,17288
17288,3,-25,16281
16281,3,-25,15275
15275,2,-100,14267
14267,3,-25,13759
13759,3,-25,12750
12750,5,-25,12742
12742,3,-25,12233
12233,5,-25,11723
11723,3,-25,11714
11714,2,-100,11204
11204,2,-100,10694
10694,5,-25,11184
11184,2,-100,11175
11175,5,-25,11665
11665,2,-100,11656
11656,5,-25,12147
12147,2,-100,12638
12638,3,-25,13129
13129,3,-25,13621
13621,5,-25,14114
14114,2,-100,14607
14607,3,-25,15600
15600,3,-25,16094
16094,2,-100,16589
16589,2,-100,17583
17583,3,-25,18079
18079,4,0,19075
19075,4,0,20071
20071,3,-25,20568
20568,5,-25,22066
22066,5,-25,23065
23065,4,0,24064
24064,3,-25,24564
24564,4,0,25565
25565,4,0,26566
26566,3,-25,27067
27067,4,0,28070
28070,4,0,29073
29073,3,-25,30077
30077,4,0,31081
31081,3,-25,31586
31586,4,0,32591
32591,6,-100,33597
33597,6,-100,35104
35104,6,-100,36112
36112,5,-25,37121
37121,3,-25,37630
37630,6,-100,38640
38640,3,-25,39150
39150,6,-100,40161
40161,5,-25,40672
40672,4,0,41183
41183,6,-100,41695
41695,6,-100,42207
42207,5,-25,42219
42219,4,0,42231
42231,4,0,41743
41743,6,-100,41755
41755,4,0,41266
41266,4,0,40777
40777,6,-100,40288
40288,5,-25,39798
39798,5,-25,38808
38808,5,-25,38317
38317,3,-25,37326
37326,3,-25,36334
36334,6,-100,35841
35841,5,-25,34848
34848,6,-100,34355
34355,3,-25,33360
33360,3,-25,31865
31865,5,-25,31370
31370,4,0,30373
30373,6,-100,29877
29877,3,-25,28879
28879,3,-25,27881
27881,4,0,26883
26883,6,-100,26384
26384,6,-100,25884
25884,5,-25,25384
25384,3,-25,24384
24384,2,-100,23382
23382,4,0,22380
22380,3,-25,21378
21378,4,0,20374
20374,3,-25,19370
19370,5,-25,18866
18866,3,-25,17861
17861,4,0,16855
16855,4,0,15848
15848,3,-25,14841
14841,2,-100,13333
13333,5,-25,12824
12824,4,0,11814
11814,4,0,10804
10804,2,-100,9794
9794,4,0,8782
8782,3,-25,7770
7770,2,-100,7258
7258,3,-25,6244
6244,5,-25,6231
6231,4,0,5718
5718,3,-25,5704
5704,5,-25,5690
5690,2,-100,5677
5677,4,0,5663
5663,2,-100,5650
5650,2,-100,6136
6136,2,-100,6623
6623,4,0,7111
7111,3,-25,7599
7599,2,-100,8587
8587,5,-25,9576
9576,3,-25,10066
10066,5,-25,11056
11056,2,-100,12047
12047,3,-25,12539
12539,3,-25,13531
13531,5,-25,14523
14523,5,-25,15517
15517,5,-25,16011
16011,2,-100,16505
16505,5,-25,25001
25001,2,-100,25001
25001,3,-25,25501
25501,6,-100,26503
26503,3,-25,27004
27004,4,0,28007
28007,5,-25,29009
29009,5,-25,29513
29513,3,-25,30517
30517,4,0,31021
31021,4,0,32026
32026,4,0,32532
32532,4,0,33538
33538,6,-100,34545
34545,5,-25,36053
36053,4,0,36561
36561,6,-100,38071
38071,4,0,39081
39081,6,-100,40091
40091,5,-25,41103
41103,4,0,42115
42115,5,-25,43128
43128,4,0,43641
43641,4,0,44655
44655,5,-25,45169
45169,5,-25,45684
45684,6,-100,46199
46199,3,-25,46214
46214,6,-100,46229
46229,3,-25,45744
45744,3,-25,45258
45258,5,-25,45272
45272,3,-25,44286
44286,3,-25,43299
43299,5,-25,42811
42811,6,-100,42323
42323,5,-25,41335
41335,5,-25,40846
40846,3,-25,39356
39356,3,-25,38366
38366,3,-25,37374
37374,4,0,36382
36382,4,0,35890
35890,5,-25,34897
34897,5,-25,34404
34404,4,0,33910
33910,4,0,33415
33415,5,-25,32921
32921,6,-100,32426
32426,3,-25,31930
31930,5,-25,31435
31435,4,0,30939
30939,3,-25,30442
30442,6,-100,30446
30446,5,-25,29949
29949,3,-25,29453
29453,3,-25,28955
28955,3,-25,28958
28958,3,-25,28460
28460,3,99975,27962
25343,1,-225,24717
24717,1,-225,24217
24217,1,-225,23716
23716,1,-225,23215
23215,1,-225,22713
22713,1,-225,22211
22211,1,-225,22209
22209,1,-225,21707
21707,1,-225,21204
21204,1,-225,21202
21202,1,-225,20699
20699,1,-225,20695
20695,1,-225,20192
20192,1,-225,20189
20189,1,-225,20185
20185,1,-225,19682
19682,1,-225,19678
19678,1,-225,19674
19674,1,-225,19671
19671,1,-225,19667
19667,1,-225,19664
19664,1,-225,20160
20160,1,-225,20157
20157,1,-225,20153
20153,1,-225,20650
20650,1,-225,20647
20647,1,-225,21145
21145,1,-225,21142
21142,1,-225,21640
21640,1,-225,21638
21638,1,-225,22136
22136,1,-225,22634
22634,1,-225,23133
23133,1,-225,23132
23132,1,-225,23631
23631,1,-225,24130
24130,1,-225,24630
24630,1,-225,24630
24630,1,-225,25130
25130,7,-225,26131
26131,7,-225,27133
27133,7,-225,28135
28135,7,-225,29138
29138,7,-225,30142
30142,7,-225,31146
31146,7,-225,32151
32151,7,-225,32657
32657,7,-225,33663
33663,7,-225,34170
34170,7,-225,35177
35177,7,-225,35685
35685,7,-225,36193
36193,7,-225,36701
36701,7,-225,37209
37209,7,-225,37218
37218,7,-225,37727
37727,7,-225,37736
37736,7,-225,37745
37745,7,-225,37253
37253,7,-225,37262
37262,7,-225,37271
37271,7,-225,36779
36779,7,-225,36287
36287,7,-225,35794
35794,7,-225,35302
35302,7,-225,34809
34809,7,-225,34315
34315,7,-225,33821
33821,7,-225,33327
33327,7,-225,32833
32833,7,-225,31837
31837,7,-225,31342
31342,7,-225,30846
30846,7,-225,30349
30349,7,-225,29353
29353,7,-225,28855
28855,7,-225,28358
28358,7,-225,27859
27859,7,-225,26861
26861,7,-225,26362
26362,7,-225,25862
25862,7,-225,25362
25362,7,-225,24862
24862,1,-225,23361
23361,1,-225,22359
22359,1,-225,20856
20856,1,-225,19852
19852,1,-225,18348
18348,1,-225,17342
17342,1,-225,15836
15836,1,-225,14829
14829,1,-225,13320
13320,1,-225,12311
12311,1,-225,11302
11302,1,-225,9791
9791,1,-225,8780
8780,1,-225,7768
7768,1,-225,6755
6755,1,-225,6242
6242,1,-225,5228
5228,1,-225,4714
4714,1,-225,4199
4199,1,-225,4184
4184,1,-225,4170
4170,1,-225,4155
4155,1,-225,4140
4140,1,-225,4626
4626,1,-225,5112
5112,1,-225,5598
5598,1,-225,6085
6085,1,-225,6572
6572,1,-225,7060
7060,1,-225,8048
8048,1,-225,8536
8536,1,-225,9025
9025,1,-225,9514
9514,1,-225,10004
10004,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29009
29009,7,-225,30013
30013,7,-225,31017
31017,7,-225,32523
32523,7,-225,33529
33529,7,-225,34536
34536,7,-225,36044
36044,7,-225,37052
37052,7,-225,38062
38062,7,-225,39572
39572,7,-225,40583
40583,7,-225,42095
42095,7,-225,43108
43108,7,-225,44622
44622,7,-225,45637
45637,7,-225,46652
46652,7,-225,47168
47168,7,-225,48184
48184,7,-225,48701
48701,7,-225,48718
48718,7,-225,49235
49235,7,-225,49252
49252,7,-225,48769
48769,7,-225,48785
48785,7,-225,48302
48302,7,-225,47818
47818,7,-225,47333
47333,7,-225,46849
46849,7,-225,45863
45863,7,-225,45378
45378,7,-225,44891
44891,7,-225,44405
44405,7,-225,43918
43918,7,-225,43931
43931,7,-225,43444
43444,7,-225,43457
43457,7,99775,43470
25343,3,-25,24734
24734,3,-25,24233
24233,3,-25,23732
23732,3,-25,23231
23231,3,-25,22729
22729,3,-25,22227
22227,3,-25,21725
21725,3,-25,21723
21723,3,-25,21220
21220,3,-25,20717
20717,3,-25,20714
20714,3,-25,20211
20211,3,-25,20208
20208,3,-25,20204
20204,3,-25,19700
19700,3,-25,19697
19697,3,-25,19693
19693,3,-25,19689
19689,3,-25,19685
19685,3,-25,19682
19682,3,-25,19678
19678,3,-25,19674
19674,3,-25,20171
20171,3,-25,20168
20168,3,-25,20664
20664,3,-25,20661
20661,3,-25,21159
21159,3,-25,21156
21156,3,-25,21654
21654,3,-25,22152
22152,3,-25,22150
22150,3,-25,22648
22648,3,-25,23147
23147,3,-25,23646
23646,3,-25,24146
24146,3,-25,24645
24645,3,-25,24645
24645,3,-25,25145
25145,5,-25,26146
26146,5,-25,26648
26648,5,-25,27649
27649,5,-25,28152
28152,5,-25,28654
28654,5,-25,29658
29658,5,-25,30161
30161,5,-25,30666
30666,5,-25,31170
31170,5,-25,31675
31675,5,-25,32180
32180,5,-25,32686
32686,5,-25,33191
33191,5,-25,33197
33197,5,-25,33703
33703,5,-25,33710
33710,5,-25,33716
33716,5,-25,33722
33722,5,-25,33729
33729,5,-25,33735
33735,5,-25,33741
33741,5,-25,33247
33247,5,-25,33253
33253,5,-25,32758
32758,5,-25,32764
32764,5,-25,32269
32269,5,-25,31773
31773,5,-25,31278
31278,5,-25,30782
30782,5,-25,30285
30285,5,-25,29288
29288,5,-25,28791
28791,5,-25,28293
28293,5,-25,27795
27795,5,-25,26796
26796,5,-25,26297
26297,5,-25,25798
25798,5,-25,24798
24798,3,-25,23797
23797,3,-25,23296
23296,3,-25,22294
22294,3,-25,21291
21291,3,-25,20287
20287,3,-25,19283
19283,3,-25,18279
18279,3,-25,17773
17773,3,-25,16768
16768,3,-25,15761
15761,3,-25,15254
15254,3,-25,14747
14747,3,-25,14239
14239,3,-25,13731
13731,3,-25,13223
13223,3,-25,12714
12714,3,-25,12205
12205,3,-25,12196
12196,3,-25,12187
12187,3,-25,12178
12178,3,-25,12169
12169,3,-25,12661
12661,3,-25,12652
12652,3,-25,13144
13144,3,-25,13636
13636,3,-25,14128
14128,3,-25,14621
14621,3,-25,15114
15114,3,-25,16108
16108,3,-25,16602
16602,3,-25,17097
17097,3,-25,18092
18092,3,-25,18588
18588,3,-25,19584
19584,3,-25,20081
20081,3,-25,21078
21078,3,-25,21576
21576,3,-25,22574
22574,3,-25,23073
23073,3,-25,24073
